baths,beds,city,area,lotSize,price,sqFt,stories,yearBuilt,zipcode
2,3,Gulfport,Gulfport,6969,244595,1710,1,2024,39503
2,3,Gulfport,Gulfport,6969,232265,1550,1,2024,39503
2,3,Gulfport,Gulfport,6969,236975,1561,1,2024,39503
2,3,Gulfport,Gulfport,6969,222275,1452,1,2024,39503
2,4,Gulfport,High Point,10454,294345,2204,1,2024,39503
2,3,Gulfport,Gulfport,7405,220925,1417,1,2024,39503
2,3,Gulfport,High Point,10018,271615,1925,1,2024,39503
2,4,Gulfport,High Point,9147,292840,2204,1,2024,39503
2,3,Gulfport,High Point,9147,252460,1642,1,2024,39503
2,4,Gulfport,High Point,14810,302790,1986,1,2022,39503
2,4,Gulfport,Savoy Place,10018,307995,2204,1,2022,39503
2,3,Gulfport,Belvedere Place,7840,234985,1517,1,2023,39503
2,3,Gulfport,Belvedere Place,7405,253840,1710,1,2023,39503
1,3,Gulfport,,47916,170000,1732,1,1988,39503
,,Gulfport,Metes And Bounds,426888,150000,,,,39503
,,Gulfport,Original Lyman,296208,45000,,,,39503
,,Gulfport,Todd,21780,15000,,,,39503
2,4,Gulfport,Northwood Hills,11325,149900,1550,1,1978,39503
2.5,4,Gulfport,Wind Rose,14810,249900,2278,2,2006,39503
2,3,Gulfport,Cypress Pond,10454,145000,1522,1,2000,39503
2,3,Gulfport,Trailwood,6969,165000,1241,1,1995,39503
2,3,Gulfport,Roxbury Place,,192500,1588,1,2002,39503
2,5,Gulfport,Wind Rose,33105,269000,2247,2,2002,39503
2.5,4,Gulfport,Tara Hills,,189900,1647,,1996,39503
2.5,4,Gulfport,Wind Rose,,240000,2701,2,2006,39503
2,3,Gulfport,Hunters Chase,7405,219000,1556,1,2015,39503
2,4,Gulfport,Hunters Chase,7405,250000,1932,1,2013,39503
2,3,Gulfport,Hunters Chase,7405,249900,1704,1,2013,39503
2,3,Gulfport,Hunters Chase,11325,239900,1532,1,2014,39503
2,3,Gulfport,Huntington,11325,199900,1602,1,1998,39503
2,4,Gulfport,Huntington Place,,245000,2084,1,2005,39503
2,3,Gulfport,Roxbury Place,10890,254900,1889,1,2004,39503
2,3,Gulfport,Northwood Hills,19602,217000,1720,1,2000,39503
2,4,Gulfport,Wind Rose,,220000,2544,1,2003,39503
2,3,Gulfport,Country Hills,,159900,1473,1,1997,39503
2,3,Gulfport,Trailwood,,144900,1184,1,1996,39503
1,2,Gulfport,Lori Place,17859,53000,770,1,1990,39503
2,3,Gulfport,Country Hills,9147,137500,1146,1,1998,39503
2,3,Gulfport,Country Hills,,132000,1289,1,1998,39503
2,3,Gulfport,Country Hills,6969,138900,1278,1,1995,39503
2,3,Gulfport,Country Hills,8276,187500,1460,1,2000,39503
2,3,Gulfport,Trailwood,7405,166000,1308,1,1995,39503
2,3,Gulfport,Country Hills,8276,173000,1256,1,2000,39503
2,3,Gulfport,Country Hills,6969,145000,1214,1,1995,39503
2,4,Gulfport,Windrose,15681,250000,2624,1,2004,39503
2,3,Gulfport,Country Hills,,150000,1422,1,1998,39503
2,3,Gulfport,Country Hills,8276,139000,1339,1,1999,39503
2,3,Gulfport,The Huntington,8276,172900,2010,1,2004,39503
2,3,Gulfport,Roxbury Place,11325,285000,2093,2,2004,39503
2.5,4,Gulfport,Wind Rose,,339000,3155,2,2007,39503
2.5,3,Gulfport,Tara Hills,11761,274500,2144,2,1998,39503
2,4,Gulfport,The Huntington,,189900,1817,1,2003,39503
2,3,Gulfport,Huntington,9147,209900,1446,1,2003,39503
2,3,Gulfport,Wind Rose,27007,255000,2145,1,2001,39503
2,3,Gulfport,The Huntington,,135900,1400,1,2003,39503
2,3,Gulfport,Roxbury,11325,289000,1766,1,2000,39503
2,3,Gulfport,Roxbury Place,12196,280000,2051,1,2004,39503
2,4,Gulfport,Wind Rose,8712,255000,2111,1,2004,39503
2,3,Gulfport,Tara Hills,,179000,1878,1,1997,39503
2,3,Gulfport,Northwood Hills,11325,135000,1482,1,1983,39503
2,4,Gulfport,Wind Rose,14810,258500,2133,1,2003,39503
2.5,4,Gulfport,Wind Rose,16552,345000,3110,2,2002,39503
2,3,Gulfport,Northwood Hills,10454,169900,1274,1,2000,39503
2,3,Gulfport,Trailwood,10890,149000,1147,1,1995,39503
2,3,Gulfport,Huntington,,179000,1784,2,2000,39503
2,3,Gulfport,Roxbury Place,10018,234900,1481,1,2003,39503
2,3,Gulfport,Hunters Chase,7840,229000,1716,1,2011,39503
2.5,3,Gulfport,Hunters Chase,,165500,1830,2,2013,39503
2,3,Gulfport,Hunters Chase,,209999,1243,1,2010,39503
3.5,4,Gulfport,South Swan Cntry,63597,615000,3240,1.5,1993,39503
2,3,Gulfport,The Huntington,8276,199000,1600,1,1998,39503
2,3,Gulfport,Roxbury Place,10890,245000,1791,1,2004,39503
2.5,3,Gulfport,Wind Rose,21344,350000,2916,2,2002,39503
2,4,Gulfport,Cypress Pond,9583,172000,1959,1,2001,39503
2,3,Gulfport,Cypress Pond,9583,228900,1703,1,1999,39503
2,3,Gulfport,Tara Hills,17859,239900,2437,1.5,2007,39503
2,3,Gulfport,Huntington,10018,209900,1524,1,1998,39503
2,4,Gulfport,Roxbury Place,11761,259900,2092,1,2005,39503
2,3,Gulfport,Country Hills,7840,155000,1385,1,2006,39503
2,3,Gulfport,Country Hills,6969,199900,1493,1,2004,39503
2,3,Gulfport,Country Hills,7405,180000,1400,1,1995,39503
2,3,Gulfport,Huntington,,179900,1394,1,2000,39503
2,3,Gulfport,Huntington,8276,203500,1527,1,2002,39503
3,4,Gulfport,Roxbury Place,,269900,2071,2,2005,39503
2,3,Gulfport,Roxbury Estates,16552,390000,2299,1,2008,39503
2,4,Gulfport,Wind Rose,16117,270000,2133,1,2002,39503
2,4,Gulfport,Country Hills,9147,142000,1283,,2001,39503
2,3,Gulfport,Country Hills,7405,173500,1184,1,1996,39503
2,3,Gulfport,Huntington,9147,199999,1625,1,1998,39503
2,3,Gulfport,Cypress Pond,9147,232600,1714,1,1999,39503
2,3,Gulfport,Country Hill Estates,8712,189900,1800,1,1996,39503
2.5,4,Gulfport,Wind Rose,24829,329999,2513,2,2007,39503
2,4,Gulfport,Cypress Pond,,179900,1762,1,2001,39503
2,3,Gulfport,Hunters Chase,7840,239800,1725,1,2013,39503
2,3,Gulfport,Hunters Chase,7840,245000,1723,1,2011,39503
2,4,Gulfport,The Huntington,7840,215000,1840,2,1999,39503
2,3,Gulfport,The Huntington,8276,215000,1908,1.5,1998,39503
2,3,Gulfport,Huntington,11325,220000,1625,1,1998,39503
2,3,Gulfport,Roxbury Place,11761,255000,1858,1,2004,39503
2,4,Gulfport,Metes And Bounds,7840,129995,1456,1,2002,39503
2,3,Gulfport,Hunters Chase,,190000,1501,1,2010,39503
2,3,Gulfport,Huntington,23522,149980,1516,,2002,39503
2,4,Gulfport,Wind Rose,14810,215000,1838,1,2003,39503
2,4,Gulfport,Cypress Pond,9583,235000,1930,1,2002,39503
2.5,4,Gulfport,Wind Rose,,212500,2560,2,2006,39503
2,4,Gulfport,Wind Rose,14810,245000,1754,1,2005,39503
2,4,Gulfport,Wind Rose,15681,230000,1843,1,2009,39503
2,3,Gulfport,Country Hills,,149000,1309,1,2000,39503
2,3,Gulfport,Country Hills,8712,190000,1352,1,1999,39503
2,3,Gulfport,Trailwood,7405,164900,1208,1,1996,39503
2,3,Gulfport,Country Hills,,185000,1874,1,2000,39503
2,3,Gulfport,Country Hills,10890,189900,1485,1,2005,39503
4,3,Gulfport,Country Hills,,169900,1588,1,2001,39503
2.5,3,Gulfport,Huntington,16117,225000,1476,2,2003,39503
2.5,4,Gulfport,Metes And Bounds,43560,330000,3301,2,2004,39503
2,3,Gulfport,Northwood Hills,12632,215000,1385,1,2022,39503
2,3,Gulfport,Hunters Chase,7405,200000,1350,1,2009,39503
2,3,Gulfport,Tara Hills,881349480,240000,2364,1,2001,39503
2,4,Gulfport,Tara Hills,,269900,2287,1,1998,39503
2,3,Gulfport,Metes And Bounds,422531,410000,2394,1,2002,39503
2,3,Gulfport,Roxbury Place,12196,252500,1662,1,2002,39503
2,4,Gulfport,Wind Rose,15245,250000,2154,1,2005,39503
2,3,Gulfport,Country Hills,,189900,1655,1,2007,39503
2,3,Gulfport,Metes And Bounds,7840,179500,1290,1,1995,39503
2,3,Gulfport,The Huntington,10454,202500,1350,1,2005,39503
2.5,4,Gulfport,Tara Hills,23958,245000,2005,2,1999,39503
2,3,Gulfport,Northwood Hills,,189900,1900,1,1978,39503
2,3,Gulfport,The Huntington,11761,162000,1636,1,2004,39503
2,3,Gulfport,Roxbury Place,,315000,1940,1,2021,39503
2,3,Gulfport,Cypress Pond,9147,214900,1531,1,1999,39503
2,3,Gulfport,Cypress Pond,12196,215000,1430,1,1999,39503
2,3,Gulfport,Cypress Pond,10018,212500,1507,1,2000,39503
2,3,Gulfport,Tara Hills,,172500,1733,1,1998,39503
2,3,Gulfport,Tara Hills,10890,214000,1448,1,2001,39503
3,4,Gulfport,Wind Rose,,316900,2159,1,2005,39503
2,3,Gulfport,Country Hill Estates,7840,199500,1490,1,2003,39503
2,3,Gulfport,Country Hills,8276,155000,1285,1,2000,39503
2,3,Gulfport,Country Hills,8712,225000,1450,1,1999,39503
2,3,Gulfport,Tara Hills,13503,185000,1507,1,2000,39503
2,4,Gulfport,Huntington,8276,205000,1831,1,2001,39503
2,4,Gulfport,The Huntington,9147,240000,1900,1,2004,39503
2,3,Gulfport,Briarwood 2,10454,125000,1362,1,1971,39503
2,3,Gulfport,Hunters Chase,7840,239900,1424,1,2017,39503
2,3,Gulfport,Country Hills,12632,160000,1460,1,2000,39503
2,3,Gulfport,Country Hills,,112500,1280,1,1998,39503
2,3,Gulfport,Country Hills,,150000,1432,1,2006,39503
2,3,Gulfport,Country Hills,7840,189000,1412,1,2002,39503
2,4,Gulfport,Country Hills,8276,219000,1635,1,2005,39503
2,3,Gulfport,Country Hills,,103900,1107,1,2001,39503
2,3,Gulfport,The Huntington,,175000,1884,1,2004,39503
2,3,Gulfport,Tara Hills,17424,225000,1731,1,1996,39503
2,3,Gulfport,Northwood Hills,,189000,2149,1,1976,39503
2,3,Gulfport,Northwood Hills,12632,165000,1467,1,1985,39503
2,3,Gulfport,Cypress Pond,,138000,1487,1,1998,39503
2,3,Gulfport,Northwood Hills,10454,175000,1420,1,1978,39503
2,4,Gulfport,Wind Rose,16988,294000,2154,1,2005,39503
2,3,Gulfport,Country Hills,7840,133500,1310,1,2006,39503
2,3,Gulfport,Tara Hills,10890,197500,1376,1,2001,39503
2,3,Gulfport,Briarwood,,122900,1372,2,1980,39503
2,3,Gulfport,Country Hills,8712,135000,1222,1,1999,39503
2,3,Gulfport,Country Hills,,172000,1656,1,2001,39503
2,4,Gulfport,Country Hills,,174900,1638,1,2001,39503
2,3,Gulfport,Country Hills,8276,185000,1310,1,2005,39503
2,3,Gulfport,Country Hills,9147,122000,1460,1,2000,39503
2,3,Gulfport,Country Hills,7840,174900,1585,1,1996,39503
2,4,Gulfport,Hunters Chase,7840,259000,1948,1,2013,39503
2,3,Gulfport,Hunters Chase,7405,194500,1172,1,2010,39503
2,4,Gulfport,The Huntington,8276,198000,1777,1,2005,39503
2,4,Gulfport,The Huntington,,235000,1783,1,2000,39503
2,3,Gulfport,Country Hills,8712,143500,1154,1,2000,39503
2,3,Gulfport,Country Hills,,179500,1442,1,2001,39503
2,3,Gulfport,Trailwood,7405,174000,1500,1,1995,39503
2,3,Gulfport,Cypress Pond,9583,234999,1720,1,2001,39503
2,3,Gulfport,The Huntington,,198000,1861,1,2002,39503
3,5,Gulfport,Duckworth South S/D - Gulfport,18730,459500,3275,2,2019,39503
2,4,Gulfport,The Huntington,,160000,1755,,2005,39503
2,4,Gulfport,Roxbury Place,9583,255000,1808,1,2003,39503
2.5,4,Gulfport,Wind Rose,,199900,2426,2,2002,39503
2,3,Gulfport,Cypress Pond,9583,179900,1433,1,1999,39503
2,3,Gulfport,The Huntington,8276,230000,1474,1,2001,39503
2.5,3,Gulfport,Duckworth Rd. Est,43560,425000,2295,1,2014,39503
2,4,Gulfport,Duckworth Rd. Est,104544,389900,2549,1,2015,39503
2.5,3,Gulfport,South Swan Cntry,135036,315000,2778,2,1983,39503
3,4,Gulfport,South Swan Cntry,63162,449000,3174,2,1987,39503
2,4,Gulfport,Roxbury Estates,14374,295000,2092,1,2010,39503
2,3,Gulfport,Roxbury Estates,20908,359900,1975,1,2010,39503
2.5,4,Gulfport,Wind Rose,14810,293500,2350,2,2010,39503
2,4,Gulfport,Wind Rose,14810,279000,2100,1,2003,39503
2,4,Gulfport,Wind Rose,14374,240000,2320,1,2005,39503
2,4,Gulfport,Wind Rose,,209900,2100,1,2004,39503
2,3,Gulfport,Garden Homes Cypress Pond,7405,225000,1564,1,2005,39503
2,3,Gulfport,Garden Homes Cypress Pond,,185900,1432,1,2007,39503
2,3,Gulfport,Cypress Pond,6534,199900,1424,1,2004,39503
2,4,Gulfport,Garden Homes Cypress Pond,,229800,1820,1,2007,39503
2,3,Gulfport,Garden Homes Cypress Pond,6969,234900,1531,1,2005,39503
2,3,Gulfport,Garden Homes Cypress Pond,7405,225000,1750,1,2005,39503
2,3,Gulfport,Cypress Pond,6534,175000,1736,1,2005,39503
2,3,Gulfport,Garden Homes Cypress Pond,,157500,1451,1,2005,39503
2,3,Gulfport,Garden Homes Cypress Pond,10890,232500,1748,1,2003,39503
1,2,Gulfport,Metes And Bounds,31798,94000,924,1,1955,39503
3,3,Gulfport,Metes And Bounds,270072,299000,1801,1,1972,39503
4,5,Gulfport,Cypress Pond,143748,375000,3124,1.5,2018,39503
2,4,Gulfport,Wind Rose,,240000,1748,,2020,39503
2,4,Gulfport,Wind Rose,15245,299900,1730,1,2022,39503
2,4,Gulfport,Duckworth South S/D - Gulfport,17859,429900,2414,1.5,2019,39503
3,5,Gulfport,Duckworth South S/D - Gulfport,26136,519900,3406,2,2019,39503
2.5,4,Gulfport,Duckworth South S/D - Gulfport,17424,449000,2593,1,2020,39503
2,4,Gulfport,Duckworth South S/D - Gulfport,,341335,2411,1,2019,39503
2,4,Gulfport,Duckworth South S/D - Gulfport,,348435,2386,1,2019,39503
2,3,Gulfport,Duckworth South S/D - Gulfport,,314175,1979,1,2019,39503
2,3,Gulfport,Hunters Chase,7840,238805,1624,1,2021,39503
2.5,3,Gulfport,Duckworth Rd. Est,40946,359900,2019,1,2015,39503
2,3,Gulfport,Hunters Chase,7840,224860,1452,1,2022,39503
2,4,Gulfport,Metes And Bounds,11325,259800,1820,1,2023,39503
3,5,Gulfport,Gulfport,11325,349965,2720,1,2024,39503
2,4,Gulfport,Gulfport,20037,313130,2204,1,2024,39503
3,3,Gulfport,Metes And Bounds,43560,314900,2400,2,1987,39503
,,Gulfport,North Hills,10018,13000,,,,39503
,,Gulfport,Hunters Chase,7405,24500,,,,39503
,,Gulfport,Hunters Chase,7405,24500,,,,39503
,,Gulfport,Hunters Chase,7405,24500,,,,39503
2,3,Gulfport,Duckworth Pond,5227,205000,1445,1,2017,39503
2,3,Gulfport,Westwood Hills,,112000,1309,1,1999,39503
2,3,Gulfport,Westwood Hills,7840,185900,1527,1,1994,39503
2,3,Gulfport,Northwood Hills,10018,229000,2000,1,1976,39503
4,6,Gulfport,Northwood Hills,,129900,2016,1,1978,39503
2,3,Gulfport,Duckworth Pond,16117,232500,1736,1,2016,39503
2,3,Gulfport,Duckworth Pond,,149000,1430,1,2017,39503
3,4,Gulfport,Westwood Hills,,174900,1810,1,2002,39503
2,3,Gulfport,Westwood Hills,8276,134900,1264,1,1999,39503
2,3,Gulfport,Northwood Hills,13503,228000,1808,1,1999,39503
2,3,Gulfport,Gulfport,10018,188000,1594,1,2002,39503
2,3,Gulfport,Northwood Hills,,149000,1258,1,1975,39503
2,3,Gulfport,Duckworth Pond,4791,225000,1447,1,2013,39503
2,3,Gulfport,Duckworth Pond,4356,230000,1653,1,2014,39503
2,3,Gulfport,Duckworth Pond,5227,238000,1736,1,2015,39503
2,3,Gulfport,Duckworth Pond,,189900,1678,1,2016,39503
2,4,Gulfport,Duckworth Pond,7405,189000,1948,1,2016,39503
2,3,Gulfport,Duckworth Pond,,183500,1612,1,2014,39503
2,4,Gulfport,Duckworth Pond,,225000,1948,1,2016,39503
2,3,Gulfport,Duckworth Pond,5227,229000,1632,1,2014,39503
2,3,Gulfport,Duckworth Pond,5227,229400,1736,1,2016,39503
2,3,Gulfport,Duckworth Pond,5227,224900,1617,1,2017,39503
2,3,Gulfport,Duckworth Pond,6098,221000,1570,1,2011,39503
2,3,Gulfport,Westwood Hills,7840,135000,1224,2,1995,39503
2,3,Gulfport,Metes And Bounds,213444,135000,1275,1,1991,39503
2,3,Gulfport,Duckworth Pond,9147,215000,1885,1,2011,39503
2,3,Gulfport,Westwood Hills,9147,153500,1484,1,1999,39503
2,3,Gulfport,Meadowbrook,14374,220000,1790,1,2000,39503
4,6,Gulfport,Gulfport,10890,193500,2016,1,1978,39503
2,3,Gulfport,Duckworth Pond,,179760,1284,1,2021,39503
2,3,Gulfport,Duckworth Pond,,187000,1736,1,2015,39503
4,6,Gulfport,Gulfport,10454,193500,2016,1,1978,39503
2,3,Gulfport,Westwood Hills,9583,145500,1340,1,1995,39503
2,3,Gulfport,Duckworth Pond,,169900,1432,1,2011,39503
2,3,Gulfport,Duckworth Pond,5662,220000,1580,1,2014,39503
2,3,Gulfport,Westwood Hills,13068,155400,1320,1,2000,39503
2,4,Gulfport,Westwood Hills,5227,184900,1600,1,2002,39503
2,3,Gulfport,Oakberry Gardens,,179000,1446,1,2008,39503
2,3,Gulfport,Westwood Hills,8712,165000,1155,1,2000,39503
2,3,Gulfport,Westwood Hills,7840,185000,1344,1,2000,39503
2,3,Gulfport,Duckworth Pond,6534,215000,1448,1,2015,39503
2,3,Gulfport,Duckworth Pond,6098,215000,1558,1,2014,39503
2,3,Gulfport,Oakberry Gardens,7840,199000,1438,1,2007,39503
2,3,Gulfport,Westwood Hills,7840,160000,1184,1,2001,39503
2,5,Gulfport,Duckworth Pond,8712,164250,1936,1,2013,39503
2,3,Gulfport,Duckworth Pond,6098,200000,1586,1,2017,39503
2,3,Gulfport,Duckworth Pond,6098,258900,1842,1,2017,39503
2,3,Gulfport,Duckworth Pond,5662,185000,1650,1,2014,39503
2,3,Gulfport,Duckworth Pond,,162900,1756,,2016,39503
2,3,Gulfport,Sweetwater Trails,20908,187000,1547,1,1997,39503
2,3,Gulfport,Westwood Hills,7840,149900,1290,1,2001,39503
2,3,Gulfport,Westwood Hills,8712,169000,1210,1,2002,39503
2,3,Gulfport,Duckworth Pond,10454,199000,1249,1,2015,39503
2,3,Gulfport,Duckworth Pond,,171000,1586,,2017,39503
2,3,Gulfport,Oakberry Gardens,367123680,239900,1915,1,2008,39503
2,3,Gulfport,Oakberry Gardens,8276,220000,1469,1,2008,39503
2,4,Gulfport,Duckworth Pond,,186250,1663,,2015,39503
2,3,Gulfport,Duckworth Pond,,185000,1738,1,2014,39503
2,3,Gulfport,Westwood Hills,14374,145000,1347,1,2000,39503
2,3,Gulfport,Westwood Hills,15681,124950,1434,1,1986,39503
2,3,Gulfport,Westwood Hills,,165000,1333,1,1995,39503
2,3,Gulfport,Oakberry Gardens,8276,235000,1500,1,2007,39503
2,3,Gulfport,Westwood Hills,365904000,129900,1062,1,1999,39503
2,3,Gulfport,Sweetwater Trails,20473,237500,2165,1,1998,39503
2,3,Gulfport,Duckworth Pond,10454,216000,1550,1,2013,39503
2,3,Gulfport,Duckworth Pond,4356,215000,1537,1,2011,39503
2,3,Gulfport,Duckworth Pond,,235000,1736,1,2015,39503
2,3,Gulfport,Quail Ridge,152460,450000,2164,1,2007,39503
2,3,Gulfport,Meadowbrook,11325,214000,1426,1,2010,39503
2,3,Gulfport,Meadowbrook,13068,224900,1430,1,2012,39503
2,4,Gulfport,Meadowbrook,18295,330000,2692,1,2010,39503
2,3,Gulfport,Meadowbrook,18730,239000,1810,1,2013,39503
2,4,Gulfport,Meadowbrook,25700,305000,2475,1,2012,39503
2,3,Gulfport,Meadowbrook,25700,249900,1725,1,2013,39503
2,3,Gulfport,Meadowbrook,10018,229900,1945,1,2010,39503
2,3,Gulfport,Meadowbrook,10018,270000,1933,1,2011,39503
2,3,Gulfport,Meadowbrook,12632,199000,1683,1,2013,39503
2,3,Gulfport,Meadowbrook,10018,260000,1942,1,2011,39503
3,4,Gulfport,Meadowbrook,11761,325000,2912,1,2011,39503
2.5,4,Gulfport,Meadowbrook,10018,287000,2143,2,2014,39503
3,4,Gulfport,Meadowbrook,13939,217500,2488,1,2014,39503
2,3,Gulfport,Meadowbrook,15245,229900,1595,1,2014,39503
2,4,Gulfport,Meadowbrook,10890,252500,1890,1,2013,39503
2,3,Gulfport,Meadowbrook,10890,220000,1518,1,2013,39503
2,3,Gulfport,Meadowbrook,10454,249999,1859,1,2013,39503
2,3,Gulfport,Meadowbrook,8276,235000,1452,1,2012,39503
2,3,Gulfport,Meadowbrook,7840,170000,1348,1,2015,39503
2.5,4,Gulfport,Meadowbrook,13068,209000,1898,2,2013,39503
2,3,Gulfport,Oakberry Gardens,7840,235000,1501,1,2010,39503
2,3,Gulfport,Oakberry Gardens,7405,164500,1455,1,2009,39503
2,3,Gulfport,Oakberry Gardens,8276,215000,1557,1,2008,39503
2.5,3,Gulfport,Chasewood,21780,433000,2850,1,2017,39503
2,3,Gulfport,Metes And Bounds,509651,465000,2332,1,1984,39503
3,4,Gulfport,Metes And Bounds,204732,242000,2400,1,1954,39503
4.5,5,Gulfport,Chasewood,15681,494898,3131,2,2021,39503
2,3,Gulfport,Metes And Bounds,1698840,197000,1161,,1972,39503
2.5,3,Gulfport,Metes And Bounds,65340,370000,2570,1,1984,39503
2,3,Gulfport,Metes And Bounds,78408,365000,1804,1,1967,39503
3.5,5,Gulfport,Chasewood,14810,438898,2954,2,2020,39503
4,4,Gulfport,Metes And Bounds,296208,499900,4399,2,1975,39503
2,3,Gulfport,Metes And Bounds,21780,140000,1056,1,1977,39503
4,5,Gulfport,Chasewood,16117,470000,2915,1.5,2021,39503
2,3,Gulfport,Metes And Bounds,156816,325000,2449,1,1960,39503
3.5,4,Gulfport,Metes And Bounds,161172,411000,3558,1,1975,39503
2,3,Gulfport,Duckworth Pond,6969,235000,1384,1,2021,39503
2,3,Gulfport,Duckworth Pond,5227,234500,1416,1,2024,39503
2,3,Gulfport,Original Lyman,14810,275000,1645,1,2023,39503
2,3,Gulfport,Duckworth Pond,5662,212000,1250,1,2022,39503
2,3,Gulfport,Audubon Lake,8276,232490,1379,1,2024,39503
3,3,Gulfport,Audubon Lake,12196,283490,1893,2,2024,39503
2,3,Gulfport,Audubon Lake,12196,244990,1379,1,2024,39503
2,3,Gulfport,Audubon Lake,13503,242490,1379,1,2024,39503
3,3,Gulfport,Audubon Lake,11325,285990,1893,2,2024,39503
3,3,Gulfport,Audubon Lake,8276,285990,1893,2,2024,39503
2,3,Gulfport,Audubon Lake,6534,232990,1379,1,2024,39503
2,,Gulfport,,15614,412298,3352,,2019,39503
,,Gulfport,Metes And Bounds,331056,149000,,,,39503
,,Gulfport,Chasewood,16552,40000,,,,39503
,,Gulfport,Chasewood,20908,25000,,,,39503
,,Gulfport,Chasewood,1106424,45000,,,,39503
,,Gulfport,Chasewood,23086,25000,,,,39503
,,Gulfport,Chasewood,28749,29500,,,,39503
,,Gulfport,Chasewood,43560,29500,,,,39503
,,Gulfport,Chasewood,30056,25000,,,,39503
,,Gulfport,Chasewood,15681,40000,,,,39503
,,Gulfport,Chasewood,26136,28999,,,,39503
,,Gulfport,Chasewood,29185,25000,,,,39503
,,Gulfport,Chasewood,24393,26000,,,,39503
,,Gulfport,Original Lyman,696960,100000,,,,39503
,,Gulfport,Original Lyman,39204,40000,,,,39503
,,Gulfport,Abbey Nord,47916,19500,,,,39503
2,4,Gulfport,Tara Brooke,8712,195000,1570,1,2006,39503
2,3,Gulfport,Tara Brooke,7405,182000,1380,1,2007,39503
2,4,Gulfport,Cardinal Pointe,8276,239900,1890,1,2012,39503
2,3,Gulfport,Tarabrooke,,170000,1335,1,2007,39503
2,4,Gulfport,Echo Ranch Estates,131551,150000,2980,1,2009,39503
2,4,Gulfport,Tara Brooke,,165000,1581,2,2007,39503
2,3,Gulfport,Meadowbrook,,198720,1472,1,2004,39503
2,3,Gulfport,Tara Brooke,10890,179900,1374,2,2006,39503
2,3,Gulfport,Cardinal Pointe,7405,199900,1480,1,2012,39503
2,4,Gulfport,Cardinal Pointe,13068,215000,2030,1,2016,39503
2,4,Gulfport,Cardinal Pointe,7405,235000,1820,1,2014,39503
2,4,Gulfport,Cardinal Pointe,7840,235000,1728,1,2016,39503
2.5,3,Gulfport,Tara Brooke,7405,187600,1340,2,2006,39503
2,3,Gulfport,Meadowbrook,8276,195000,1306,1,2003,39503
2,3,Gulfport,Cardinal Pointe,8712,224900,1688,1,2014,39503
2,3,Gulfport,Tarabrooke,7405,174000,1319,2,2007,39503
3,5,Gulfport,Metes And Bounds,43560,484900,2500,1,2022,39503
2,3,Gulfport,Tarabrooke,8276,186900,1412,1,2006,39503
2,3,Gulfport,Cardinal Pointe,7840,205000,1480,1,2016,39503
2,3,Gulfport,Tarabrooke,12196,197000,1309,1,2010,39503
2,4,Gulfport,Tarabrooke,10890,180000,1400,1,2010,39503
2,3,Gulfport,Echo Ranch Estates,130680,295000,2545,1,1989,39503
3,4,Gulfport,Metes And Bounds,100187,325000,2848,1,1962,39503
2,3,Gulfport,Tarabrooke,9583,174900,1182,1,2009,39503
2,3,Gulfport,Echo Ranch Estates,217800,475000,2135,1,1982,39503
3,4,Gulfport,Echo Ranch Estates,132858,399000,2811,2,2004,39503
2,4,Gulfport,Meadowbrook,8276,257500,1792,1,2010,39503
2,3,Gulfport,Meadowbrook,17424,229900,1588,1,2010,39503
2,4,Gulfport,Meadowbrook,15245,260000,2312,1,2011,39503
2,4,Gulfport,Meadowbrook,13939,250000,1885,1,2010,39503
2,3,Gulfport,Meadowbrook,,235000,1596,1,2012,39503
3.5,5,Gulfport,Meadowbrook,12196,339000,2705,2,2010,39503
3,4,Gulfport,Meadowbrook,10018,310000,3117,1,2009,39503
2,4,Gulfport,Meadowbrook,29620,229000,1810,1,2009,39503
2,4,Gulfport,Cardinal Pointe,7405,236700,1864,1,2016,39503
2,4,Gulfport,Tarabrooke,7405,219900,1700,1,2021,39503
2,3,Gulfport,Tara Brooke,10454,237800,1721,1,2019,39503
